ID;Speaker;Reply_to;Text;GoldContextLabel;ContextSender;ContextText;PredictedLabel;PredictedContextLabel;Label
Utt_1295;10-19-40sUser20;Utt_1291; yes that's right.......i forgot.;inform;[other_Sender]; exit light, enter night, off to never never land;agreement;inform;agreement
Utt_1296;10-19-40sUser30;; hi 10-19-40suser35 and 10-19-40suser36;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_1297;10-19-40sUser29;; lol;no_label;[other_Sender];[no_TextContent];positiveExpression;no_label;positiveExpression
Utt_1298;10-19-40sUser11;; lol;no_label;[other_Sender];[no_TextContent];positiveExpression;no_label;positiveExpression
Utt_1299;10-19-40sUser29;Utt_1290; cold....lol;continuer;[other_Sender];" it's going to be cold soon ;)";negativeExpression;inform;positiveExpression
Utt_1300;10-19-40sUser19;Utt_1290; yes 10-19-40suser11 spring is coming;continuer;[other_Sender];" it's going to be cold soon ;)";agreement;inform;agreement
Utt_1301;10-19-40sUser35;; hi 10-19-40suser30;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_1302;10-19-40sUser34;Utt_1292; well....they've got me going to see a specialist this afternoon at 3:45 for mris;negativeExpression;[other_Sender]; oh no 10-19-40suser34;continuer;disagreement;continuer
Utt_1303;10-19-40sUser11;Utt_1300; what about you what is your fascination with the russion space ships?;agreement;[other_Sender]; yes 10-19-40suser11 spring is coming;setQuestion;agreement;setQuestion
Utt_1304;10-19-40sUser32;Utt_1300; yes, sunshine is always nice;agreement;[other_Sender]; yes 10-19-40suser11 spring is coming;agreement;agreement;agreement
Utt_1305;10-19-40sUser16;Utt_1302; good;continuer;[other_Sender]; well....they've got me going to see a specialist this afternoon at 3:45 for mris;positiveExpression;continuer;positiveExpression
Utt_1306;10-19-40sUser20;Utt_1303; lol 10-19-40suser11;setQuestion;[other_Sender]; what about you what is your fascination with the russion space ships?;positiveExpression;setQuestion;positiveExpression
Utt_1307;10-19-40sUser11;Utt_1304; amen 10-19-40suser32 :);agreement;[other_Sender]; yes, sunshine is always nice;goodbye;agreement;agreement
Utt_1308;10-19-40sUser9;Utt_1302; goody;continuer;[other_Sender]; well....they've got me going to see a specialist this afternoon at 3:45 for mris;positiveExpression;continuer;positiveExpression
Utt_1309;10-19-40sUser11;Utt_1306; chuckle 10-19-40suser20;positiveExpression;[other_Sender]; lol 10-19-40suser11;positiveExpression;positiveExpression;instruct
Utt_1310;10-19-40sUser29;; i'm a history buff;no_label;[other_Sender];[no_TextContent];inform;no_label;inform
Utt_1311;10-19-40sUser35;Utt_1308; thanks 10-19-40suser9;positiveExpression;[other_Sender]; goody;positiveExpression;positiveExpression;positiveExpression
Utt_1312;10-19-40sUser11;Utt_1310; ahhhh i see;no_label;[other_Sender]; i'm a history buff;continuer;inform;inform
Utt_1313;10-19-40sUser30;Utt_1302; what did you do to yourself 10-19-40suser34 ?;continuer;[other_Sender]; well....they've got me going to see a specialist this afternoon at 3:45 for mris;setQuestion;continuer;setQuestion
Utt_1314;10-19-40sUser37;; hi all;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_1315;10-19-40sUser11;Utt_1310; i like biographys;inform;[other_Sender]; i'm a history buff;inform;inform;continuer
Utt_1316;10-19-40sUser19;Utt_1310; well i am a hickory nut;inform;[other_Sender]; i'm a history buff;continuer;inform;continuer
Utt_1317;10-19-40sUser34;Utt_1302; we go from there i suppose;continuer;[same_Sender]; well....they've got me going to see a specialist this afternoon at 3:45 for mris;continuer;continuer;elaborate
Utt_1318;10-19-40sUser9;; mm buffalo wings;no_label;[other_Sender];[no_TextContent];inform;no_label;inform
Utt_1319;10-19-40sUser16;; hi 10-19-40suser37;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_1320;10-19-40sUser11;Utt_1316; it means were getting older lol ...;continuer;[other_Sender]; well i am a hickory nut;continuer;continuer;continuer
Utt_1320;10-19-40sUser11;Utt_1316; i figured it out;continuer;[other_Sender]; well i am a hickory nut;continuer;continuer;elaborate
Utt_1321;10-19-40sUser20;Utt_1310; i love american hx;no_label;[other_Sender]; i'm a history buff;inform;inform;inform
Utt_1322;10-19-40sUser29;Utt_1310; plus i wanted a unique nic....;inform;[same_Sender]; i'm a history buff;continuer;inform;elaborate
Utt_1323;10-19-40sUser30;; hi 10-19-40suser37;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_1324;10-19-40sUser9;Utt_1321; what is hix?;inform;[other_Sender]; i love american hx;setQuestion;inform;setQuestion
Utt_1325;10-19-40sUser20;Utt_1321; hx=history;inform;[same_Sender]; i love american hx;misc;inform;correction
Utt_1326;10-19-40sUser11;Utt_1320; wasn't interested in them when i was younger....because they were all strangers to me lol;continuer;[same_Sender]; it means were getting older lol ...;continuer;continuer;elaborate
Utt_1327;10-19-40sUser9;Utt_1325; oh;no_label;[other_Sender]; hx=history;misc;misc;inform
Utt_1328;10-19-40sUser11;Utt_1326; now i know these people and it's interesting lol;elaborate;[same_Sender]; wasn't interested in them when i was younger....because they were all strangers to me lol;elaborate;continuer;elaborate
Utt_1329;10-19-40sUser29;Utt_1322; also i'm a teacher...;elaborate;[same_Sender]; plus i wanted a unique nic....;continuer;continuer;elaborate
Utt_1330;10-19-40sUser13;; welcome back 10-19-40suser27 who should change her nic to fallout;no_label;[other_Sender];[no_TextContent];setQuestion;no_label;suggestion
Utt_1331;10-19-40sUser11;Utt_1324; history;setQuestion;[other_Sender]; what is hix?;elaborate;setQuestion;propositionalQuestion
Utt_1332;10-19-40sUser19;; hi 10-19-40suser27 who is here and there;no_label;[other_Sender];[no_TextContent];setQuestion;no_label;setQuestion
Utt_1333;10-19-40sUser20;Utt_1324; history;no_label;[other_Sender]; what is hix?;elaborate;setQuestion;inform
Utt_1334;10-19-40sUser11;Utt_1331; by any chance?;propositionalQuestion;[same_Sender]; history;propositionalQuestion;elaborate;propositionalQuestion
Utt_1335;10-19-40sUser20;; lol;no_label;[other_Sender];[no_TextContent];positiveExpression;no_label;positiveExpression
Utt_1336;10-19-40sUser9;Utt_1333; his story;inform;[other_Sender]; history;continuer;elaborate;continuer
Utt_1337;10-19-40sUser29;Utt_1336; yep...;continuer;[other_Sender]; his story;agreement;continuer;agreement
Utt_1338;10-19-40sUser27;; god this grrrrrrrrr;no_label;[other_Sender];[no_TextContent];continuer;no_label;inform
Utt_1339;10-19-40sUser20;Utt_1336; his tory;continuer;[other_Sender]; his story;continuer;continuer;continuer
Utt_1340;10-19-40sUser11;Utt_1336;" ahhhh............. what a coincidence ;)";continuer;[other_Sender]; his story;continuer;continuer;continuer
Utt_1341;10-19-40sUser34;Utt_1313; i blew out a knee and dislocated my left thumb (or worse) yesterday 10-19-40suser30, i'm aok though, no worries;no_label;[other_Sender]; what did you do to yourself 10-19-40suser34 ?;inform;setQuestion;inform
Utt_1342;10-19-40sUser20;Utt_1336; hertory;continuer;[other_Sender]; his story;correction;continuer;misc
Utt_1343;10-19-40sUser11;Utt_1341; amazing lol;inform;[other_Sender]; i blew out a knee and dislocated my left thumb (or worse) yesterday 10-19-40suser30, i'm aok though, no worries;positiveExpression;inform;positiveExpression
Utt_1344;10-19-40sUser35;; hi 10-19-40suser27;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_1345;10-19-40sUser9;;"""fight the powers that be""";no_label;[other_Sender];[no_TextContent];instruct;no_label;instruct
Utt_1346;10-19-40sUser3;Utt_1336; hi story?;continuer;[other_Sender]; his story;greeting;continuer;propositionalQuestion
Utt_1347;10-19-40sUser20;; lol;no_label;[other_Sender];[no_TextContent];positiveExpression;no_label;positiveExpression
Utt_1348;10-19-40sUser29;;" ;-)";no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_1349;10-19-40sUser27;; heya 10-19-40suser35!;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_1350;10-19-40sUser11;Utt_1329; what grade do you teach?;elaborate;[other_Sender]; also i'm a teacher...;setQuestion;continuer;setQuestion
Utt_1351;10-19-40sUser29;Utt_1350; are you a teacher to?;setQuestion;[other_Sender]; what grade do you teach?;propositionalQuestion;setQuestion;propositionalQuestion
Utt_1352;10-19-40sUser30;; ((((((((((10-19-40suser34))))))))));no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_1353;10-19-40sUser27;Utt_1338; my damn comp is goofy so if i fall out;inform;[same_Sender]; god this grrrrrrrrr;inform;continuer;elaborate
Utt_1354;10-19-40sUser9;Utt_1329; have you ever dated a student?;elaborate;[other_Sender]; also i'm a teacher...;propositionalQuestion;continuer;propositionalQuestion
Utt_1355;10-19-40sUser20;Utt_1321; and american literature;inform;[same_Sender]; i love american hx;elaborate;inform;elaborate
Utt_1356;10-19-40sUser35;Utt_1341; ouch 10-19-40suser34;inform;[other_Sender]; i blew out a knee and dislocated my left thumb (or worse) yesterday 10-19-40suser30, i'm aok though, no worries;negativeExpression;inform;negativeExpression
Utt_1357;10-19-40sUser27;Utt_1354; lol;propositionalQuestion;[other_Sender]; have you ever dated a student?;positiveExpression;propositionalQuestion;positiveExpression
Utt_1358;10-19-40sUser19;; there is a story of a man name brady who had 12 kids out of wed-lock the others were kidnaped;no_label;[other_Sender];[no_TextContent];inform;no_label;inform
Utt_1359;10-19-40sUser35;Utt_1358; oops;inform;[other_Sender]; there is a story of a man name brady who had 12 kids out of wed-lock the others were kidnaped;misc;inform;negativeExpression
Utt_1360;10-19-40sUser29;Utt_1346; h.s;propositionalQuestion;[other_Sender]; hi story?;misc;greeting;misc
Utt_1361;10-19-40sUser11;Utt_1358; i see;no_label;[other_Sender]; there is a story of a man name brady who had 12 kids out of wed-lock the others were kidnaped;inform;inform;inform
Utt_1362;10-19-40sUser34;; lol 10-19-40suser35, 10-19-40suser30;no_label;[other_Sender];[no_TextContent];positiveExpression;no_label;positiveExpression
Utt_1363;10-19-40sUser9;Utt_1354; none of my teachers would sleep with me;no_label;[other_Sender]; have you ever dated a student?;inform;propositionalQuestion;inform
Utt_1364;10-19-40sUser20;; lol;no_label;[other_Sender];[no_TextContent];positiveExpression;no_label;positiveExpression
Utt_1365;10-19-40sUser34;Utt_1363; oh that feels so much better already lol;inform;[other_Sender]; none of my teachers would sleep with me;continuer;inform;continuer
Utt_1366;10-19-40sUser19;Utt_1353; get 10-19-40suser27 a pillow;elaborate;[other_Sender]; my damn comp is goofy so if i fall out;instruct;inform;instruct
Utt_1367;10-19-40sUser9;Utt_1363; i had this one art teacher.;inform;[same_Sender]; none of my teachers would sleep with me;inform;inform;elaborate
Utt_1367;10-19-40sUser9;Utt_1367; ms xxxxxx oh lala;elaborate;[same_Sender]; i had this one art teacher.;misc;inform;elaborate
Utt_1368;10-19-40sUser11;Utt_1367; some of these nicnames are very odd lol;elaborate;[other_Sender]; i had this one art teacher.;continuer;inform;continuer
Utt_1369;10-19-40sUser27;Utt_1366; saw hugs 10-19-40suser19;instruct;[other_Sender]; get 10-19-40suser27 a pillow;inform;instruct;positiveExpression
Utt_1370;10-19-40sUser20;Utt_1368; yes they are;continuer;[other_Sender]; some of these nicnames are very odd lol;agreement;continuer;agreement
Utt_1371;10-19-40sUser13;; i need fake id so i can get into an eighth grade classroom with a hot teacher;no_label;[other_Sender];[no_TextContent];inform;no_label;inform
Utt_1372;10-19-40sUser19;Utt_1368; yes 10-19-40suser11 like mind;continuer;[other_Sender]; some of these nicnames are very odd lol;agreement;continuer;agreement
Utt_1373;10-19-40sUser35;Utt_1367; rolls her eyes @ 10-19-40suser9;no_label;[other_Sender]; i had this one art teacher.;continuer;inform;inform
Utt_1374;10-19-40sUser29;Utt_1367; lucky 10-19-40suser9 none was like the gayoholic congressman foley.....;elaborate;[other_Sender]; i had this one art teacher.;continuer;inform;continuer
Utt_1375;10-19-40sUser9;Utt_1373; throws eyes back, i have two;inform;[other_Sender]; rolls her eyes @ 10-19-40suser9;inform;continuer;continuer
Utt_1376;10-19-40sUser39;Utt_1375; watches eyes roll by;no_label;[other_Sender]; throws eyes back, i have two;inform;inform;inform
Utt_1377;10-19-40sUser34;; 10-19-40suser30...i've got a brother in naples;no_label;[other_Sender];[no_TextContent];inform;no_label;inform
Utt_1378;10-19-40sUser30;Utt_1368; i know 10-19-40suser11, bet you're thinking how did i ever come up with 10-19-40suser30;no_label;[other_Sender]; some of these nicnames are very odd lol;continuer;continuer;inform
Utt_1379;10-19-40sUser19;Utt_1369; hugs 10-19-40suser27 dad is bed bound with fractured compoud vetrabrate;no_label;[other_Sender]; saw hugs 10-19-40suser19;inform;inform;inform
Utt_1380;10-19-40sUser11;; hi 10-19-40suser39;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_1381;10-19-40sUser30;Utt_1377; cool 10-19-40suser34, that's 90 miles from me;inform;[other_Sender]; 10-19-40suser30...i've got a brother in naples;continuer;inform;continuer
Utt_1382;10-19-40sUser39;; hi 10-19-40suser11;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_1383;10-19-40sUser35;; lol;no_label;[other_Sender];[no_TextContent];positiveExpression;no_label;positiveExpression
Utt_1384;10-19-40sUser29;Utt_1350; are you a teacher 10-19-40suser11 ?;setQuestion;[other_Sender]; what grade do you teach?;propositionalQuestion;setQuestion;propositionalQuestion
Utt_1385;10-19-40sUser19;; i still wait on ssi said hearing none yer;no_label;[other_Sender];[no_TextContent];continuer;no_label;misc
Utt_1386;10-19-40sUser29;Utt_1350; or a nurse?;setQuestion;[other_Sender]; what grade do you teach?;propositionalQuestion;setQuestion;propositionalQuestion
Utt_1387;10-19-40sUser9;Utt_1381; 10-19-40suser30 are you in the old country?;continuer;[other_Sender]; cool 10-19-40suser34, that's 90 miles from me;propositionalQuestion;continuer;propositionalQuestion
Utt_1388;10-19-40sUser34;Utt_1381; yeah we're headed that way in april, do some fishing and such;continuer;[other_Sender]; cool 10-19-40suser34, that's 90 miles from me;continuer;continuer;continuer
Utt_1389;10-19-40sUser19;; i need to opr on me 10-19-40suser27 as her evil twin enters room;no_label;[other_Sender];[no_TextContent];inform;no_label;inform
Utt_1390;10-19-40sUser16;Utt_1377; naples florida?;inform;[other_Sender]; 10-19-40suser30...i've got a brother in naples;propositionalQuestion;inform;propositionalQuestion
Utt_1391;10-19-40sUser27;Utt_1353; am going to shootthis pos thing;elaborate;[same_Sender]; my damn comp is goofy so if i fall out;continuer;inform;elaborate
Utt_1392;10-19-40sUser9;Utt_1390; not italy?;propositionalQuestion;[other_Sender]; naples florida?;propositionalQuestion;propositionalQuestion;propositionalQuestion
Utt_1393;10-19-40sUser30;Utt_1387; old country 10-19-40suser9?;propositionalQuestion;[other_Sender]; 10-19-40suser30 are you in the old country?;propositionalQuestion;propositionalQuestion;propositionalQuestion
Utt_1394;10-19-40sUser35;; lol;no_label;[other_Sender];[no_TextContent];positiveExpression;no_label;positiveExpression
Utt_1395;10-19-40sUser13;Utt_1391; smart gal 10-19-40suser27..backup;elaborate;[other_Sender]; am going to shootthis pos thing;inform;continuer;continuer
Utt_1396;10-19-40sUser34;Utt_1390; yeah 10-19-40suser16;propositionalQuestion;[other_Sender]; naples florida?;agreement;propositionalQuestion;agreement
Utt_1397;10-19-40sUser27;Utt_1395; lol;continuer;[other_Sender]; smart gal 10-19-40suser27..backup;positiveExpression;inform;positiveExpression
Utt_1398;10-19-40sUser16;Utt_1396; beautiful there;agreement;[other_Sender]; yeah 10-19-40suser16;continuer;agreement;continuer
Utt_1399;10-19-40sUser9;Utt_1396; oh;agreement;[other_Sender]; yeah 10-19-40suser16;misc;agreement;misc
Utt_1400;10-19-40sUser20;Utt_1398; it's raining;continuer;[other_Sender]; beautiful there;inform;continuer;continuer
Utt_1401;10-19-40sUser9;Utt_1396; i was thinking sicily;no_label;[other_Sender]; yeah 10-19-40suser16;inform;agreement;inform
Utt_1402;10-19-40sUser34;Utt_1398; a nice change from the rockies too 10-19-40suser16;continuer;[other_Sender]; beautiful there;continuer;continuer;continuer
Utt_1403;10-19-40sUser30;Utt_1392; florida;no_label;[other_Sender]; not italy?;inform;propositionalQuestion;inform
Utt_1404;10-19-40sUser39;Utt_1400; rained here this morning;continuer;[other_Sender]; it's raining;inform;inform;continuer
Utt_1405;10-19-40sUser16;Utt_1402; yep;continuer;[other_Sender]; a nice change from the rockies too 10-19-40suser16;agreement;continuer;agreement
Utt_1406;10-19-40sUser19;Utt_1353; still think it may need have some temp files remove 10-19-40suser27 work better;elaborate;[other_Sender]; my damn comp is goofy so if i fall out;continuer;inform;continuer
Utt_1407;10-19-40sUser9;Utt_1403; florida is old country too i guess;inform;[other_Sender]; florida;continuer;inform;continuer
Utt_1408;10-19-40sUser16;Utt_1407; lol;continuer;[other_Sender]; florida is old country too i guess;positiveExpression;continuer;positiveExpression
Utt_1409;10-19-40sUser3;; 10-19-40suser27 has a nice pic...but it won't be current if she keeps getting booted;no_label;[other_Sender];[no_TextContent];inform;no_label;inform
Utt_1410;10-19-40sUser35;; hi 10-19-40suser42;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_1411;10-19-40sUser9;Utt_1409; blue hairs';no_label;[other_Sender]; 10-19-40suser27 has a nice pic...but it won't be current if she keeps getting booted;inform;inform;inform
Utt_1412;10-19-40sUser30;; ((((((((((10-19-40suser42))))))))));no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_1413;10-19-40sUser16;; hi 10-19-40suser43;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_1414;10-19-40sUser20;; lol 10-19-40suser3;no_label;[other_Sender];[no_TextContent];positiveExpression;no_label;positiveExpression
Utt_1415;10-19-40sUser42;; hi 10-19-40suser35;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_1416;10-19-40sUser30;; hi 10-19-40suser43;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_1417;10-19-40sUser43;; hi 10-19-40suser16m;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_1418;10-19-40sUser19;; hi 10-19-40suser43 welcome to room;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_1419;10-19-40sUser43;; hi 10-19-40suser30;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_1420;10-19-40sUser34;; hi 10-19-40suser43;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_1421;10-19-40sUser43;; hi 10-19-40suser19 and thank you;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_1422;10-19-40sUser42;; hi 10-19-40suser30;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_1423;10-19-40sUser43;; hi 10-19-40suser34;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_1424;10-19-40sUser44;; hello all;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_1425;10-19-40sUser43;; hi 10-19-40suser44;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_1426;10-19-40sUser9;Utt_1403; nebraska is where its at;inform;[other_Sender]; florida;continuer;inform;continuer
Utt_1427;10-19-40sUser9;Utt_1426; corn;no_label;[other_Sender]; nebraska is where its at;inform;continuer;inform
Utt_1428;10-19-40sUser35;; hi 10-19-40suser43;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_1429;10-19-40sUser19;; poot poop;no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_1430;10-19-40sUser9;Utt_1427; and;inform;[same_Sender]; corn;elaborate;inform;elaborate
Utt_1431;10-19-40sUser16;Utt_1426; get in line for the early bird specials;continuer;[other_Sender]; nebraska is where its at;inform;continuer;instruct
Utt_1432;10-19-40sUser9;Utt_1427; and huskers;inform;[same_Sender]; corn;elaborate;inform;elaborate
Utt_1433;10-19-40sUser42;; hi 10-19-40suser44;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_1434;10-19-40sUser34;Utt_1432; lol 10-19-40suser9;elaborate;[other_Sender]; and huskers;positiveExpression;elaborate;positiveExpression
Utt_1435;10-19-40sUser9;Utt_1427; and;inform;[same_Sender]; corn;elaborate;inform;elaborate
Utt_1436;10-19-40sUser43;; hi 10-19-40suser35;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_1437;10-19-40sUser39;; hello 10-19-40suser44;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_1438;10-19-40sUser9;Utt_1427; and corn;inform;[same_Sender]; corn;elaborate;inform;elaborate
Utt_1439;10-19-40sUser43;; hi 10-19-40suser45;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_1440;10-19-40sUser9;Utt_1427; and;inform;[same_Sender]; corn;elaborate;inform;elaborate
Utt_1441;10-19-40sUser19;; well i'm off now see you all;no_label;[other_Sender];[no_TextContent];goodbye;no_label;goodbye
Utt_1442;10-19-40sUser9;Utt_1427; and huskers;inform;[same_Sender]; corn;elaborate;inform;elaborate
Utt_1443;10-19-40sUser16;Utt_1440; soybeans;no_label;[other_Sender]; and;inform;elaborate;inform
Utt_1444;10-19-40sUser16;Utt_1443; lol;inform;[same_Sender]; soybeans;positiveExpression;inform;positiveExpression
Utt_1445;10-19-40sUser20;; 10-19-40suser3 has an awesome picture;no_label;[other_Sender];[no_TextContent];inform;no_label;inform
Utt_1446;10-19-40sUser44;Utt_1424; hope all is doing great;no_label;[other_Sender]; hello all;continuer;greeting;inform
Utt_1447;10-19-40sUser16;Utt_1442; lets go huskers;elaborate;[other_Sender]; and huskers;suggestion;elaborate;instruct
Utt_1448;10-19-40sUser45;Utt_1439; hiya 10-19-40suser43 how have you been;greeting;[other_Sender]; hi 10-19-40suser45;setQuestion;greeting;setQuestion
Utt_1449;10-19-40sUser9;Utt_1442; rain on the scarecrow;no_label;[other_Sender]; and huskers;inform;elaborate;inform
Utt_1450;10-19-40sUser9;Utt_1442; blood on the plow;no_label;[other_Sender]; and huskers;inform;elaborate;inform
Utt_1451;10-19-40sUser3;Utt_1445; backatchya 10-19-40suser20 cutie;inform;[other_Sender]; 10-19-40suser3 has an awesome picture;greeting;inform;continuer
Utt_1452;10-19-40sUser29;; hey 10-19-40suser6....no pm....;no_label;[other_Sender];[no_TextContent];greeting;no_label;instruct
Utt_1453;10-19-40sUser43;Utt_1448; ok here 10-19-40suser45 .;no_label;[other_Sender]; hiya 10-19-40suser43 how have you been;continuer;setQuestion;inform
Utt_1453;10-19-40sUser43;Utt_1448; thank you for asking ....... how are you ?;setQuestion;[other_Sender]; hiya 10-19-40suser43 how have you been;setQuestion;setQuestion;setQuestion
Utt_1454;10-19-40sUser29;Utt_1450; freak....;no_label;[other_Sender]; blood on the plow;inform;inform;inform
Utt_1455;10-19-40sUser20;Utt_1447; thanks 10-19-40suser16;instruct;[other_Sender]; lets go huskers;positiveExpression;suggestion;positiveExpression
Utt_1456;10-19-40sUser44;Utt_1453; fine here thank you;inform;[other_Sender]; ok here 10-19-40suser45 .;continuer;continuer;positiveExpression
Utt_1457;10-19-40sUser39;Utt_1445; and 10-19-40suser20 has an awesome picture too :);inform;[other_Sender]; 10-19-40suser3 has an awesome picture;continuer;inform;continuer
Utt_1458;10-19-40sUser45;Utt_1453; doing great 10-19-40suser43 -- thanks for asking -- can you believe this weather -- yeah it's fall !!;inform;[other_Sender]; ok here 10-19-40suser45 .;propositionalQuestion;continuer;propositionalQuestion
Utt_1458;10-19-40sUser45;; !;no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_1459;10-19-40sUser34;; hi 10-19-40suser46;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_1460;10-19-40sUser46;; good afternoon;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_1461;10-19-40sUser25;Utt_1451; oh 10-19-40suser3 is so so (snort, fingers crossed behind my back);no_label;[other_Sender]; backatchya 10-19-40suser20 cutie;continuer;greeting;inform
Utt_1462;10-19-40sUser20;Utt_1457; thank you 10-19-40suser39;continuer;[other_Sender]; and 10-19-40suser20 has an awesome picture too :);positiveExpression;continuer;positiveExpression
Utt_1463;10-19-40sUser46;; hi 10-19-40suser34;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_1464;10-19-40sUser9;Utt_1457; i think she photoshopped it;continuer;[other_Sender]; and 10-19-40suser20 has an awesome picture too :);continuer;continuer;continuer
Utt_1465;10-19-40sUser43;; hi 10-19-40suser46 and 10-19-40suser47;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_1466;10-19-40sUser39;Utt_1462; yw;no_label;[other_Sender]; thank you 10-19-40suser39;greeting;positiveExpression;inform
Utt_1467;10-19-40sUser43;Utt_1458; too hot huh 10-19-40suser45 ?;propositionalQuestion;[other_Sender]; doing great 10-19-40suser43 -- thanks for asking -- can you believe this weather -- yeah it's fall !!;propositionalQuestion;propositionalQuestion;propositionalQuestion
Utt_1468;10-19-40sUser20;Utt_1464; lol 10-19-40suser9;continuer;[other_Sender]; i think she photoshopped it;positiveExpression;continuer;positiveExpression
Utt_1469;10-19-40sUser34;; 10-19-40suser34 has an awesome pic!;no_label;[other_Sender];[no_TextContent];inform;no_label;inform
Utt_1470;10-19-40sUser3;Utt_1461; lol 10-19-40suser25;inform;[other_Sender]; oh 10-19-40suser3 is so so (snort, fingers crossed behind my back);positiveExpression;continuer;positiveExpression
Utt_1471;10-19-40sUser43;Utt_1461; lol;inform;[other_Sender]; oh 10-19-40suser3 is so so (snort, fingers crossed behind my back);positiveExpression;continuer;positiveExpression
Utt_1472;10-19-40sUser47;; hi 10-19-40suser43;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_1473;10-19-40sUser9;; 10-19-40suser48;no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_1474;10-19-40sUser45;; lol 10-19-40suser43 typing from the pool !!;no_label;[other_Sender];[no_TextContent];inform;no_label;inform
Utt_1474;10-19-40sUser45;; !;no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_1475;10-19-40sUser43;Utt_1474; its rather nice out today .. but yesterday was terrible;inform;[other_Sender]; lol 10-19-40suser43 typing from the pool !!;inform;inform;continuer
Utt_1476;10-19-40sUser24;Utt_1445; 10-19-40suser20.....speaking of those nice pictures;inform;[other_Sender]; 10-19-40suser3 has an awesome picture;continuer;inform;continuer
Utt_1477;10-19-40sUser49;; good morning all;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_1478;10-19-40sUser9;; 10-19-40suser49;no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_1479;10-19-40sUser30;; hi 10-19-40suser46 , 10-19-40suser47 , 10-19-40suser48 , 10-19-40suser49 , 10-19-40suser50;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_1480;10-19-40sUser3;; hiya 10-19-40suser49;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_1481;10-19-40sUser49;; just czeching in before czeching out lol;no_label;[other_Sender];[no_TextContent];continuer;no_label;misc
Utt_1482;10-19-40sUser43;; hi 10-19-40suser49;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_1483;10-19-40sUser3;; hiya 10-19-40suser48;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_1484;10-19-40sUser49;; hio 10-19-40suser9;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_1485;10-19-40sUser50;; hi everyone;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_1486;10-19-40sUser34;; hi 10-19-40suser49!;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_1486;10-19-40sUser34;; !;no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_1487;10-19-40sUser46;; hi 10-19-40suser9;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
