Id;Speaker;Reply_to;Text;GoldContextLabel;ContextSender;ContextText;PredictedLabel;PredictedContextLabel;Label
Utt_1970;10-19-adultsUser32;;hb 10-19-adultsUser34;no_label;[other_Sender];[no_TextContent];greeting;no_label;misc
Utt_1971;10-19-adultsUser35;Utt_1966;LoL 10-19-adultsUser32.;continuer;[other_Sender];like me;positiveExpression;elaborate;positiveExpression
Utt_1971;10-19-adultsUser35;Utt_1966;.You know yer on the list of ppl that I let PM me =);no_label;[other_Sender];like me;inform;no_label;inform
Utt_1972;10-19-adultsUser47;;I only talk to da KoOL ppl - bahahahaa;no_label;[other_Sender];[no_TextContent];inform;no_label;inform
Utt_1973;10-19-adultsUser35;;Welcome back 10-19-adultsUser50 =);no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_1974;10-19-adultsUser16;Utt_1971;i'd never leave you alone 10-19-adultsUser35.. if i had a choice :);no_label;[other_Sender];LoL 10-19-adultsUser32.;inform;no_label;inform
Utt_1975;10-19-adultsUser35;Utt_1972;LMAO 10-19-adultsUser47;inform;[other_Sender];I only talk to da KoOL ppl - bahahahaa;positiveExpression;inform;positiveExpression
Utt_1976;10-19-adultsUser32;Utt_1974;i can tell by the moaning;inform;[other_Sender];i'd never leave you alone 10-19-adultsUser35.. if i had a choice :);continuer;inform;continuer
Utt_1977;10-19-adultsUser32;;?;no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_1978;10-19-adultsUser35;Utt_1976;Werd;continuer;[other_Sender];i can tell by the moaning;misc;continuer;agreement
Utt_1979;10-19-adultsUser32;;lol;no_label;[other_Sender];[no_TextContent];positiveExpression;no_label;positiveExpression
Utt_1980;10-19-adultsUser47;;:);no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_1981;10-19-adultsUser32;;hiYas 10-19-adultsUser50;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_1982;10-19-adultsUser35;;Rofl 10-19-adultsUser32;no_label;[other_Sender];[no_TextContent];positiveExpression;no_label;positiveExpression
Utt_1983;10-19-adultsUser50;;hey 10-19-adultsUser35;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_1984;10-19-adultsUser45;;what's up  10-19-adultsUser37 ?;no_label;[other_Sender];[no_TextContent];setQuestion;no_label;setQuestion
Utt_1985;10-19-adultsUser50;;hiya 10-19-adultsUser32;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_1986;10-19-adultsUser39;;maybe we're too old;no_label;[other_Sender];[no_TextContent];elaborate;no_label;propositionalQuestion
Utt_1987;10-19-adultsUser36;;see ya all....;no_label;[other_Sender];[no_TextContent];goodbye;no_label;goodbye
Utt_1988;10-19-adultsUser39;;or too smart?;no_label;[other_Sender];[no_TextContent];propositionalQuestion;no_label;propositionalQuestion
Utt_1989;10-19-adultsUser41;;or too smart;no_label;[other_Sender];[no_TextContent];elaborate;no_label;propositionalQuestion
Utt_1990;10-19-adultsUser41;;lol;no_label;[other_Sender];[no_TextContent];positiveExpression;no_label;positiveExpression
Utt_1991;10-19-adultsUser32;;take care 10-19-adultsUser36;no_label;[other_Sender];[no_TextContent];instruct;no_label;instruct
Utt_1992;10-19-adultsUser39;;lmao;no_label;[other_Sender];[no_TextContent];positiveExpression;no_label;positiveExpression
Utt_1993;10-19-adultsUser47;;sea ya 10-19-adultsUser36!;no_label;[other_Sender];[no_TextContent];goodbye;no_label;goodbye
Utt_1994;10-19-adultsUser39;Utt_1989;yeah;propositionalQuestion;[other_Sender];or too smart;agreement;elaborate;agreement
Utt_1995;10-19-adultsUser22;Utt_1972;well then 10-19-adultsUser47 wont talk to me if she only talks to the kool ppl cus I'm a retared moron;inform;[other_Sender];I only talk to da KoOL ppl - bahahahaa;inform;inform;continuer
Utt_1996;10-19-adultsUser35;Utt_1988;No such thing as being too smart =);propositionalQuestion;[other_Sender];or too smart?;inform;propositionalQuestion;disagreement
Utt_1997;10-19-adultsUser22;;lol;no_label;[other_Sender];[no_TextContent];positiveExpression;no_label;positiveExpression
Utt_1998;10-19-adultsUser37;;i have a question for you...i am totaly straight but i have a strong attraction toward the lead singer of depeche mode..i want to do him..does that make me gay..he is gay;no_label;[other_Sender];[no_TextContent];propositionalQuestion;no_label;propositionalQuestion
Utt_1999;10-19-adultsUser39;;chat rooms always make me feel superior;no_label;[other_Sender];[no_TextContent];inform;no_label;inform
Utt_2000;10-19-adultsUser35;;Ugh, my b-day is in 5 days =(;no_label;[other_Sender];[no_TextContent];inform;no_label;inform
Utt_2001;10-19-adultsUser47;Utt_1995;LOL 10-19-adultsUser35 no ur nawt;continuer;[other_Sender];well then 10-19-adultsUser47 wont talk to me if she only talks to the kool ppl cus I'm a retared moron;disagreement;inform;disagreement
Utt_2002;10-19-adultsUser28;Utt_1998;yup your gay;propositionalQuestion;[other_Sender];i have a question for you...i am totaly straight but i have a strong attraction toward the lead singer of depeche mode..i want to do him..does that make me gay..he is gay;agreement;propositionalQuestion;agreement
Utt_2003;10-19-adultsUser32;Utt_1998;lmao 10-19-adultsUser37 dang;propositionalQuestion;[other_Sender];i have a question for you...i am totaly straight but i have a strong attraction toward the lead singer of depeche mode..i want to do him..does that make me gay..he is gay;positiveExpression;propositionalQuestion;positiveExpression
Utt_2004;10-19-adultsUser28;;come on back on tuesday;no_label;[other_Sender];[no_TextContent];inform;no_label;instruct
Utt_2005;10-19-adultsUser41;Utt_1999;I would think that coexistence makes you feel superior;no_label;[other_Sender];chat rooms always make me feel superior;continuer;no_label;inform
Utt_2006;10-19-adultsUser35;Utt_2001;10-19-adultsUser37 - umm prolly;disagreement;[other_Sender];LOL 10-19-adultsUser35 no ur nawt;continuer;disagreement;agreement
Utt_2007;10-19-adultsUser50;Utt_2000;30 right 10-19-adultsUser35?;inform;[other_Sender];Ugh, my b-day is in 5 days =(;propositionalQuestion;inform;propositionalQuestion
Utt_2008;10-19-adultsUser39;;LoL yeah;no_label;[other_Sender];[no_TextContent];agreement;no_label;positiveExpression
Utt_2009;10-19-adultsUser32;Utt_2000;awww 10-19-adultsUser35  yer gonna be what?;inform;[other_Sender];Ugh, my b-day is in 5 days =(;setQuestion;inform;setQuestion
Utt_2009;10-19-adultsUser32;;57 right?;no_label;[other_Sender];[no_TextContent];propositionalQuestion;no_label;propositionalQuestion
Utt_2010;10-19-adultsUser50;;lol;no_label;[other_Sender];[no_TextContent];positiveExpression;no_label;positiveExpression
Utt_2011;10-19-adultsUser45;;your a guy too ?;no_label;[other_Sender];[no_TextContent];propositionalQuestion;no_label;propositionalQuestion
Utt_2012;10-19-adultsUser32;;omg lol 10-19-adultsUser50;no_label;[other_Sender];[no_TextContent];positiveExpression;no_label;positiveExpression
Utt_2013;10-19-adultsUser39;;You know I was royalty in a past life?;no_label;[other_Sender];[no_TextContent];propositionalQuestion;no_label;propositionalQuestion
Utt_2014;10-19-adultsUser35;Utt_2009;Yes, 10-19-adultsUser32.;setQuestion;[other_Sender];awww 10-19-adultsUser35  yer gonna be what?;agreement;setQuestion;agreement
Utt_2014;10-19-adultsUser35;;.;no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_2015;10-19-adultsUser35;;LoL;no_label;[other_Sender];[no_TextContent];positiveExpression;no_label;positiveExpression
Utt_2016;10-19-adultsUser37;Utt_2013;oh yea definitely;propositionalQuestion;[other_Sender];You know I was royalty in a past life?;agreement;propositionalQuestion;agreement
Utt_2017;10-19-adultsUser16;;hah;no_label;[other_Sender];[no_TextContent];positiveExpression;no_label;positiveExpression
Utt_2018;10-19-adultsUser32;;DING DING DING    imma winner;no_label;[other_Sender];[no_TextContent];inform;no_label;misc
Utt_2019;10-19-adultsUser37;Utt_2013;i want to make love to him;no_label;[other_Sender];You know I was royalty in a past life?;elaborate;no_label;inform
Utt_2020;10-19-adultsUser35;Utt_2018;Ima be 27 on Wednesday, 10-19-adultsUser32;no_label;[other_Sender];DING DING DING    imma winner;inform;no_label;inform
Utt_2021;10-19-adultsUser47;;coexistence?;no_label;[other_Sender];[no_TextContent];propositionalQuestion;no_label;propositionalQuestion
Utt_2022;10-19-adultsUser35;;LoL 10-19-adultsUser32;no_label;[other_Sender];[no_TextContent];positiveExpression;no_label;positiveExpression
Utt_2023;10-19-adultsUser45;Utt_2016;then there is your asnwer;agreement;[other_Sender];oh yea definitely;elaborate;agreement;continuer
Utt_2024;10-19-adultsUser41;;I've had enough;no_label;[other_Sender];[no_TextContent];elaborate;no_label;inform
Utt_2025;10-19-adultsUser39;Utt_2024;okay;inform;[other_Sender];I've had enough;agreement;elaborate;agreement
Utt_2026;10-19-adultsUser32;Utt_2020;we are the same age until muh birfday then =);inform;[other_Sender];Ima be 27 on Wednesday, 10-19-adultsUser32;elaborate;inform;continuer
Utt_2027;10-19-adultsUser47;Utt_2025;okay;agreement;[other_Sender];okay;agreement;agreement;agreement
Utt_2028;10-19-adultsUser50;;its 30 10-19-adultsUser32 trust me lol;no_label;[other_Sender];[no_TextContent];continuer;no_label;continuer
Utt_2029;10-19-adultsUser41;;talk to you later...love you;no_label;[other_Sender];[no_TextContent];goodbye;no_label;goodbye
Utt_2030;10-19-adultsUser51;;hi all;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_2031;10-19-adultsUser39;;let's get kicked;no_label;[other_Sender];[no_TextContent];suggestion;no_label;suggestion
Utt_2032;10-19-adultsUser50;Utt_2028;kiddin 10-19-adultsUser35 baby;continuer;[same_Sender];its 30 10-19-adultsUser32 trust me lol;inform;continuer;correction
Utt_2033;10-19-adultsUser32;Utt_2031;lol i cant trust you yet i dunno you;no_label;[other_Sender];let's get kicked;inform;no_label;inform
Utt_2034;10-19-adultsUser39;Utt_2033;be offensive;inform;[other_Sender];lol i cant trust you yet i dunno you;instruct;inform;instruct
Utt_2035;10-19-adultsUser39;;lol;no_label;[other_Sender];[no_TextContent];positiveExpression;no_label;positiveExpression
Utt_2036;10-19-adultsUser39;;Love you;no_label;[other_Sender];[no_TextContent];inform;no_label;inform
Utt_2037;10-19-adultsUser37;;it's weird thing..;no_label;[other_Sender];[no_TextContent];continuer;no_label;inform
Utt_2038;10-19-adultsUser50;Utt_2033;good policy;inform;[other_Sender];lol i cant trust you yet i dunno you;continuer;inform;continuer
Utt_2039;10-19-adultsUser41;;are you capab?;no_label;[other_Sender];[no_TextContent];propositionalQuestion;no_label;propositionalQuestion
Utt_2040;10-19-adultsUser39;Utt_2039;Oh, #### yeah;propositionalQuestion;[other_Sender];are you capab?;agreement;propositionalQuestion;agreement
Utt_2041;10-19-adultsUser3;;10-19-adultsUser15: What's your sign?;no_label;[other_Sender];[no_TextContent];setQuestion;no_label;setQuestion
Utt_2042;10-19-adultsUser41;;woof;no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_2043;10-19-adultsUser37;;how many of you were attracted to the same sex;no_label;[other_Sender];[no_TextContent];propositionalQuestion;no_label;setQuestion
Utt_2044;10-19-adultsUser39;;oh man, they just xxxed it;no_label;[other_Sender];[no_TextContent];continuer;no_label;continuer
Utt_2045;10-19-adultsUser47;;muh nose is cold;no_label;[other_Sender];[no_TextContent];inform;no_label;inform
Utt_2046;10-19-adultsUser28;;I love it when you take charge 10-19-adultsUser15;no_label;[other_Sender];[no_TextContent];inform;no_label;inform
Utt_2047;10-19-adultsUser45;Utt_2045;not me, ever;inform;[other_Sender];muh nose is cold;disagreement;inform;disagreement
Utt_2048;10-19-adultsUser15;;smiles;no_label;[other_Sender];[no_TextContent];inform;no_label;inform
Utt_2049;10-19-adultsUser39;;sheesh;no_label;[other_Sender];[no_TextContent];inform;no_label;misc
Utt_2050;10-19-adultsUser32;;were attracted or ARE attracted?;no_label;[other_Sender];[no_TextContent];propositionalQuestion;no_label;choiceQuestion
Utt_2051;10-19-adultsUser53;;Hello;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_2052;10-19-adultsUser39;;can't even get kicked;no_label;[other_Sender];[no_TextContent];inform;no_label;inform
Utt_2053;10-19-adultsUser28;Utt_2046;gets me all tingly n stuff;inform;[same_Sender];I love it when you take charge 10-19-adultsUser15;inform;inform;elaborate
Utt_2054;10-19-adultsUser39;;bye honey bunny;no_label;[other_Sender];[no_TextContent];goodbye;no_label;goodbye
Utt_2055;10-19-adultsUser41;;damn;no_label;[other_Sender];[no_TextContent];negativeExpression;no_label;negativeExpression
Utt_2056;10-19-adultsUser53;;19/F/Wisconsin;no_label;[other_Sender];[no_TextContent];inform;no_label;misc
Utt_2057;10-19-adultsUser16;;ooeer is sum1 gonna ghet fuked up?;no_label;[other_Sender];[no_TextContent];propositionalQuestion;no_label;misc
Utt_2057;10-19-adultsUser16;;:);no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_2058;10-19-adultsUser32;;im always hungry;no_label;[other_Sender];[no_TextContent];inform;no_label;inform
Utt_2059;10-19-adultsUser37;Utt_2047;"yeah 10-19-adultsUser45..i believe it ;)";disagreement;[other_Sender];not me, ever;agreement;disagreement;continuer
Utt_2060;10-19-adultsUser16;;get^;no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_2061;10-19-adultsUser32;Utt_2057;lol 10-19-adultsUser16   keep up here;misc;[other_Sender];ooeer is sum1 gonna ghet fuked up?;instruct;propositionalQuestion;instruct
Utt_2062;10-19-adultsUser53;;anyone wanna chat pvt me;no_label;[other_Sender];[no_TextContent];propositionalQuestion;no_label;propositionalQuestion
Utt_2063;10-19-adultsUser37;;not even to brad pit 10-19-adultsUser45;no_label;[other_Sender];[no_TextContent];disagreement;no_label;propositionalQuestion
Utt_2064;10-19-adultsUser45;Utt_2063;o no way he is a jerk;propositionalQuestion;[other_Sender];not even to brad pit 10-19-adultsUser45;disagreement;disagreement;disagreement
Utt_2065;10-19-adultsUser16;;up in this biyatch?;no_label;[other_Sender];[no_TextContent];propositionalQuestion;no_label;setQuestion
Utt_2065;10-19-adultsUser16;;:);no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_2066;10-19-adultsUser32;;lol;no_label;[other_Sender];[no_TextContent];positiveExpression;no_label;positiveExpression
Utt_2067;10-19-adultsUser37;Utt_2064;tom cruise,denzel..;disagreement;[other_Sender];o no way he is a jerk;inform;disagreement;choiceQuestion
Utt_2068;10-19-adultsUser35;;10-19-adultsUser52 - Out here;no_label;[other_Sender];[no_TextContent];inform;no_label;instruct
Utt_2069;10-19-adultsUser37;;?;no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_2070;10-19-adultsUser32;;im sorry 10-19-adultsUser35;no_label;[other_Sender];[no_TextContent];continuer;no_label;inform
Utt_2071;10-19-adultsUser32;Utt_2070;i tried to refrain;inform;[same_Sender];im sorry 10-19-adultsUser35;elaborate;continuer;elaborate
Utt_2072;10-19-adultsUser28;Utt_2068;me too 10-19-adultsUser35;instruct;[other_Sender];10-19-adultsUser52 - Out here;agreement;inform;agreement
Utt_2073;10-19-adultsUser45;;takes note, 10-19-adultsUser35;no_label;[other_Sender];[no_TextContent];continuer;no_label;instruct
Utt_2074;10-19-adultsUser32;Utt_2071;but your moanin just got to me;elaborate;[same_Sender];i tried to refrain;elaborate;elaborate;elaborate
Utt_2075;10-19-adultsUser47;;my dog did a no-no and he's hiding at the top of the stairs...lmao;no_label;[other_Sender];[no_TextContent];inform;no_label;inform
Utt_2076;10-19-adultsUser16;Utt_2065;i dunno.. my lingo is like 5 yrs behind;setQuestion;[same_Sender];up in this biyatch?;continuer;propositionalQuestion;elaborate
Utt_2077;10-19-adultsUser28;Utt_2058;I thought you wanted to be the meat in a 10-19-adultsUser28 sammich;inform;[other_Sender];im always hungry;propositionalQuestion;inform;propositionalQuestion
Utt_2078;10-19-adultsUser35;Utt_2062;Yes, 10-19-adultsUser53?;propositionalQuestion;[other_Sender];anyone wanna chat pvt me;propositionalQuestion;propositionalQuestion;agreement
Utt_2079;10-19-adultsUser16;;:);no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_2080;10-19-adultsUser37;;i really like ladies but some guys are to hot to pass by..it's about control i guess...and it doesn't help that i m european;no_label;[other_Sender];[no_TextContent];inform;no_label;inform
Utt_2081;10-19-adultsUser32;Utt_2077;omg 10-19-adultsUser28 !!!;propositionalQuestion;[other_Sender];I thought you wanted to be the meat in a 10-19-adultsUser28 sammich;positiveExpression;propositionalQuestion;positiveExpression
Utt_2081;10-19-adultsUser32;;whoaaaaaaaaaaaa;no_label;[other_Sender];[no_TextContent];positiveExpression;no_label;positiveExpression
Utt_2082;10-19-adultsUser53;;who was that reminder to;no_label;[other_Sender];[no_TextContent];setQuestion;no_label;setQuestion
Utt_2083;10-19-adultsUser35;Utt_2077;You too what, 10-19-adultsUser28?;propositionalQuestion;[other_Sender];I thought you wanted to be the meat in a 10-19-adultsUser28 sammich;setQuestion;propositionalQuestion;setQuestion
Utt_2083;10-19-adultsUser35;Utt_2058;Hungry?;inform;[other_Sender];im always hungry;propositionalQuestion;inform;propositionalQuestion
Utt_2084;10-19-adultsUser37;Utt_2082;most of us cris-cross;setQuestion;[other_Sender];who was that reminder to;inform;setQuestion;continuer
Utt_2085;10-19-adultsUser35;Utt_2082;Everyone, 10-19-adultsUser53;no_label;[other_Sender];who was that reminder to;inform;no_label;inform
Utt_2086;10-19-adultsUser35;;Ask before you PM anyone.;no_label;[other_Sender];[no_TextContent];instruct;no_label;instruct
Utt_2087;10-19-adultsUser47;;*tosses 10-19-adultsUser16 a tootsie roll*;no_label;[other_Sender];[no_TextContent];inform;no_label;inform
Utt_2088;10-19-adultsUser28;Utt_2081;oh c'mon 10-19-adultsUser32, tell me you weren't thinking the same thing;positiveExpression;[other_Sender];omg 10-19-adultsUser28 !!!;instruct;positiveExpression;instruct
Utt_2089;10-19-adultsUser35;Utt_2086;It's a room rule;instruct;[same_Sender];Ask before you PM anyone.;elaborate;instruct;elaborate
Utt_2090;10-19-adultsUser32;Utt_2084;most of us do NOT criss-cross;continuer;[other_Sender];most of us cris-cross;correction;inform;disagreement
Utt_2091;10-19-adultsUser32;;well ....    ~blusherZ~;no_label;[other_Sender];[no_TextContent];continuer;no_label;misc
Utt_2092;10-19-adultsUser16;Utt_2084;is gonna make u jump jump?;continuer;[other_Sender];most of us cris-cross;propositionalQuestion;inform;propositionalQuestion
Utt_2092;10-19-adultsUser16;Utt_2084;oh old school;continuer;[other_Sender];most of us cris-cross;continuer;inform;continuer
Utt_2093;10-19-adultsUser37;;"10-19-adultsUser35; is freakin out";no_label;[other_Sender];[no_TextContent];inform;no_label;inform
Utt_2094;10-19-adultsUser53;;Ridin is not worth talkin to;no_label;[other_Sender];[no_TextContent];inform;no_label;inform
Utt_2095;10-19-adultsUser32;Utt_2094;no shes not;inform;[other_Sender];Ridin is not worth talkin to;disagreement;inform;agreement
Utt_2096;10-19-adultsUser35;Utt_2093;10-19-adultsUser37 - Dood, yer gay, face it.;inform;[other_Sender];"10-19-adultsUser35; is freakin out";instruct;inform;instruct
Utt_2096;10-19-adultsUser35;Utt_2096;.And if yer not gay then yer bi.;instruct;[same_Sender];10-19-adultsUser37 - Dood, yer gay, face it.;elaborate;instruct;elaborate
Utt_2096;10-19-adultsUser35;Utt_2096;You should be old enough to tell the difference already.;instruct;[same_Sender];10-19-adultsUser37 - Dood, yer gay, face it.;continuer;instruct;elaborate
Utt_2097;10-19-adultsUser32;;hiYas 10-19-adultsUser55;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_2098;10-19-adultsUser35;Utt_2093;I never freak out.;inform;[other_Sender];"10-19-adultsUser35; is freakin out";inform;inform;disagreement
Utt_2098;10-19-adultsUser35;Utt_2098;.BUt I can if you want me to =);disagreement;[same_Sender];I never freak out.;continuer;inform;elaborate
Utt_2099;10-19-adultsUser32;Utt_2098;lol 10-19-adultsUser35   tell it like it is;disagreement;[other_Sender];I never freak out.;instruct;inform;instruct
Utt_2100;10-19-adultsUser55;;hello;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_2101;10-19-adultsUser37;;reallly;no_label;[other_Sender];[no_TextContent];continuer;no_label;propositionalQuestion
Utt_2102;10-19-adultsUser34;;brrrrrrr;no_label;[other_Sender];[no_TextContent];goodbye;no_label;misc
Utt_2103;10-19-adultsUser47;;LOL 10-19-adultsUser35;no_label;[other_Sender];[no_TextContent];positiveExpression;no_label;positiveExpression
Utt_2104;10-19-adultsUser28;;wanna bet he likes Jeter and Rothlisburger?;no_label;[other_Sender];[no_TextContent];propositionalQuestion;no_label;propositionalQuestion
Utt_2105;10-19-adultsUser32;;welcome back 10-19-adultsUser34;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_2106;10-19-adultsUser37;Utt_2098;how do you know 10-19-adultsUser35;disagreement;[other_Sender];I never freak out.;setQuestion;inform;setQuestion
Utt_2107;10-19-adultsUser16;Utt_2098;"tell him how u really feel 10-19-adultsUser35 ;)";disagreement;[other_Sender];I never freak out.;instruct;inform;instruct
Utt_2108;10-19-adultsUser34;;ty 10-19-adultsUser32 muahhh;no_label;[other_Sender];[no_TextContent];positiveExpression;no_label;positiveExpression
Utt_2109;10-19-adultsUser47;;hahah 10-19-adultsUser28;no_label;[other_Sender];[no_TextContent];positiveExpression;no_label;positiveExpression
Utt_2110;10-19-adultsUser51;;may I?;no_label;[other_Sender];[no_TextContent];propositionalQuestion;no_label;propositionalQuestion
Utt_2110;10-19-adultsUser51;;?;no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_2111;10-19-adultsUser28;;every day is tuesday in his world;no_label;[other_Sender];[no_TextContent];inform;no_label;inform
Utt_2112;10-19-adultsUser53;;anyone wanna chat;no_label;[other_Sender];[no_TextContent];propositionalQuestion;no_label;propositionalQuestion
Utt_2113;10-19-adultsUser15;Utt_2111;i dont like you 10-19-adultsUser28, go play with your meat;inform;[other_Sender];every day is tuesday in his world;instruct;inform;instruct
Utt_2114;10-19-adultsUser52;;hi;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_2115;10-19-adultsUser35;Utt_2113;Oh my 10-19-adultsUser15.;instruct;[other_Sender];i dont like you 10-19-adultsUser28, go play with your meat;negativeExpression;instruct;positiveExpression
Utt_2115;10-19-adultsUser35;;.LoL;no_label;[other_Sender];[no_TextContent];misc;no_label;positiveExpression
Utt_2116;10-19-adultsUser28;Utt_2113;too late 10-19-adultsUser15;instruct;[other_Sender];i dont like you 10-19-adultsUser28, go play with your meat;continuer;instruct;declineAction
Utt_2117;10-19-adultsUser45;;hello 10-19-adultsUser53;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_2118;10-19-adultsUser32;Utt_2116;agaibn?;declineAction;[other_Sender];too late 10-19-adultsUser15;propositionalQuestion;continuer;propositionalQuestion
Utt_2119;10-19-adultsUser23;Utt_2116;lmao;declineAction;[other_Sender];too late 10-19-adultsUser15;positiveExpression;continuer;positiveExpression
Utt_2120;10-19-adultsUser51;Utt_2116;may I?;declineAction;[other_Sender];too late 10-19-adultsUser15;propositionalQuestion;continuer;positiveExpression
Utt_2120;10-19-adultsUser51;;?;no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_2121;10-19-adultsUser15;Utt_2116;lol your done with it?;declineAction;[other_Sender];too late 10-19-adultsUser15;propositionalQuestion;continuer;propositionalQuestion
Utt_2122;10-19-adultsUser51;;";-)";no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_2123;10-19-adultsUser28;Utt_2121;not quite, wanna call me a few more names?;propositionalQuestion;[other_Sender];lol your done with it?;propositionalQuestion;propositionalQuestion;propositionalQuestion
Utt_2124;10-19-adultsUser34;Utt_2118;dam dont sexcite me like that 10-19-adultsUser32;propositionalQuestion;[other_Sender];agaibn?;instruct;propositionalQuestion;instruct
Utt_2125;10-19-adultsUser34;;lmao;no_label;[other_Sender];[no_TextContent];positiveExpression;no_label;positiveExpression
Utt_2126;10-19-adultsUser15;;u need paper twoel?;no_label;[other_Sender];[no_TextContent];propositionalQuestion;no_label;propositionalQuestion
Utt_2127;10-19-adultsUser47;;LOL 10-19-adultsUser23;no_label;[other_Sender];[no_TextContent];positiveExpression;no_label;positiveExpression
Utt_2128;10-19-adultsUser23;;lol;no_label;[other_Sender];[no_TextContent];positiveExpression;no_label;positiveExpression
Utt_2129;10-19-adultsUser15;;lol towel even;no_label;[other_Sender];[no_TextContent];continuer;no_label;positiveExpression
Utt_2130;10-19-adultsUser28;Utt_2126;no I can hit the sink from here;propositionalQuestion;[other_Sender];u need paper twoel?;disagreement;propositionalQuestion;disagreement
Utt_2131;10-19-adultsUser15;;hiya 10-19-adultsUser56;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_2132;10-19-adultsUser15;;dang;no_label;[other_Sender];[no_TextContent];negativeExpression;no_label;misc
Utt_2133;10-19-adultsUser47;;LOL 10-19-adultsUser28;no_label;[other_Sender];[no_TextContent];positiveExpression;no_label;positiveExpression
Utt_2134;10-19-adultsUser47;;o_0;no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_2135;10-19-adultsUser32;;you know 10-19-adultsUser23   you should look at my msn myspace there and check out the weenis board I put up;no_label;[other_Sender];[no_TextContent];instruct;no_label;suggestion
Utt_2136;10-19-adultsUser28;Utt_2130;ok, make that the wall;disagreement;[same_Sender];no I can hit the sink from here;instruct;disagreement;correction
Utt_2137;10-19-adultsUser28;;ty 10-19-adultsUser35;no_label;[other_Sender];[no_TextContent];positiveExpression;no_label;positiveExpression
Utt_2138;10-19-adultsUser47;;LOL;no_label;[other_Sender];[no_TextContent];positiveExpression;no_label;positiveExpression
Utt_2139;10-19-adultsUser23;Utt_2135;ohhh 10-19-adultsUser32..imma go look;suggestion;[other_Sender];you know 10-19-adultsUser23   you should look at my msn myspace there and check out the weenis board I put up;instruct;instruct;acceptAction
Utt_2140;10-19-adultsUser35;Utt_2137;LoL yep!;positiveExpression;[other_Sender];ty 10-19-adultsUser35;agreement;positiveExpression;agreement
Utt_2141;10-19-adultsUser34;;just bend over 10-19-adultsUser35 i will;no_label;[other_Sender];[no_TextContent];instruct;no_label;instruct
Utt_2142;10-19-adultsUser32;;lol;no_label;[other_Sender];[no_TextContent];positiveExpression;no_label;positiveExpression
Utt_2143;10-19-adultsUser34;;lmao;no_label;[other_Sender];[no_TextContent];positiveExpression;no_label;positiveExpression
Utt_2144;10-19-adultsUser15;Utt_2136;your poor wall;correction;[other_Sender];ok, make that the wall;inform;instruct;continuer
Utt_2145;10-19-adultsUser16;;nickelback......... gay :);no_label;[other_Sender];[no_TextContent];inform;no_label;inform
Utt_2146;10-19-adultsUser32;;yeah check out schmoopies butt too while your at it    its FINE!;no_label;[other_Sender];[no_TextContent];suggestion;no_label;instruct
Utt_2146;10-19-adultsUser32;;!;no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_2147;10-19-adultsUser32;;hiYas 10-19-adultsUser58;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_2148;10-19-adultsUser23;Utt_2145;10-19-adultsUser16  they r not gay;inform;[other_Sender];nickelback......... gay :);inform;inform;disagreement
Utt_2149;10-19-adultsUser15;Utt_2145;they are not;inform;[other_Sender];nickelback......... gay :);disagreement;inform;disagreement
Utt_2150;10-19-adultsUser32;;hiYas 10-19-adultsUser57;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_2151;10-19-adultsUser47;;10-19-adultsUser16!;no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_2152;10-19-adultsUser47;;argh;no_label;[other_Sender];[no_TextContent];negativeExpression;no_label;misc
Utt_2153;10-19-adultsUser58;;hi everyone;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_2154;10-19-adultsUser23;; oops far;no_label;[other_Sender];[no_TextContent];continuer;no_label;misc
